#{"t_start": 1683883831.7376928, "env_id": null}
r,l,t
-1.628227,35,68.215744
-2.272849,73,68.368099
-2.027248,123,68.658282
-3.610024,226,69.126084
1.129036,32,69.212817
-4.536248,202,69.656262
-1.59422,39,69.73786
-1.726334,31,69.805562
-3.465227,97,70.009788
-1.654618,125,70.338916
-1.199999,15,70.368865
-0.193222,67,70.534975
-2.324398,200,70.99616
-1.808114,30,71.058908
-1.08753,14,71.08718
-1.19918,23,71.135872
-0.674982,43,73.793404
-0.539309,27,73.852195
-1.234479,122,74.111393
0.013733,20,74.154954
-3.308997,111,74.391776
0.788292,39,74.469851
-0.883784,28,74.526166
-0.535476,69,74.668195
-1.111265,20,74.708539
-0.77156,47,74.811792
-1.514311,36,74.918463
-0.627514,12,74.953076
0.520675,27,75.027545
-0.79219,41,75.119649
-1.018754,22,75.169802
-0.928831,44,75.292931
-1.634121,68,75.437892
-1.6946,70,75.611081
-1.279698,45,75.70328
1.113901,92,75.895346
-0.683731,249,76.456027
-1.349828,82,76.626327
-2.627654,178,76.998767
-0.848553,20,77.042435
-1.262052,27,77.100241
-1.910463,73,77.306109
0.287569,22,77.35283
-1.1,13,77.378786
0.295697,56,77.527887
-1.233325,63,77.661967
-0.409281,69,77.833226
-2.591714,158,78.153521
-1.43013,57,78.280025
-1.733501,32,78.347904
-1.088085,14,80.875007
-0.907002,44,80.967117
-1.805695,150,81.29754
-1.039112,20,81.359069
-0.488501,36,81.458427
0.229795,32,81.520654
-0.12798,17,81.553723
-1.050462,15,81.584204
-1.958638,52,81.689848
-1.2,14,81.717152
-1,22,81.759657
-1.548703,80,81.994324
-1.047708,82,82.192386
-1.399991,33,82.260518
-1.229448,24,82.322396
-1.099994,33,82.385336
-0.56778,40,82.462563
-1.2,21,82.503812
-0.936902,21,82.557822
-0.94317,49,82.678479
-1.198543,32,82.741176
-0.151755,30,82.803701
-0.557641,47,82.903944
-1.1,8,82.920581
-1.785598,46,83.014574
-1,21,83.056939
-0.728475,21,83.099993
-0.378016,45,83.193837
-0.293132,38,83.27778
-1.499531,23,83.32708
-0.511355,29,83.387582
-2.234993,60,83.53767
-1.221256,25,83.594314
0.066422,27,83.650667
-1.485107,30,83.712353
-0.803288,29,83.772327
-1.143191,10,83.792559
0.387401,30,83.864004
-1.074629,18,83.900484
-1.728981,122,84.203733
-0.069237,37,84.304024
-2.0487,53,84.449641
-0.884797,51,84.556631
-1.037109,21,84.602954
0.067615,51,84.706423
-1.076887,13,84.732447
-1.07127,24,84.793314
-1.08748,39,84.886452
-0.728679,16,84.922407
-3.833565,167,85.259786
-0.904338,41,85.357907
1.656418,71,88.040393
-0.192985,37,88.116153
-0.151338,10,88.137056
-0.125908,33,88.208564
-1.3,23,88.257196
-1.047874,14,88.28966
-0.100012,16,88.323628
-1.019042,49,88.426362
-1.627005,38,88.508545
-1.040138,17,88.545253
-0.504809,12,88.570436
-0.126544,25,88.622832
-1.143577,29,88.679437
-1.497863,26,88.731155
-1,7,88.746128
-1.47039,84,88.985249
-1.58038,34,89.056276
-1,23,89.103601
-0.929338,18,89.139867
-0.894239,22,89.186803
0.261625,44,89.306124
-0.579815,64,89.437848
-0.888702,23,89.490472
-1.070087,39,89.596598
-1.199868,24,89.645493
-0.971875,43,89.744243
-1.1,23,89.793849
-0.437601,52,89.89478
-1,7,89.909354
-1.009457,9,89.926902
-0.958142,23,89.973
-1.163444,24,90.023393
-0.189154,30,90.087693
-1.432822,22,90.136028
-0.857722,44,90.228682
-1.1,18,90.265304
-0.457293,24,90.317931
-1,12,90.342351
-1.1,9,90.36197
-1.348327,38,90.442702
-0.580955,14,90.472086
-1,12,90.496807
-1.171612,15,90.5291
-1.199939,33,90.610943
-0.548573,43,90.72282
-0.563475,29,90.788071
-1.1,28,90.85002
-1.113917,29,90.919908
-0.747798,57,91.035155
-1.160571,28,91.0916
-0.850489,23,91.138849
-0.563033,12,91.224832
-1.299301,29,91.294123
-1.338836,12,91.320485
-1.198791,25,91.385485
-1,14,91.424125
-1.386247,19,91.504319
-1.124789,49,91.60615
0.621357,25,91.656008
-1,11,91.677366
-1.187473,19,91.714544
0.979954,40,91.804481
-1.1,20,91.871485
-1.099883,21,91.915339
-1.2,20,91.957131
0.217299,76,92.113167
-1.834287,85,92.295949
-0.749557,16,92.330399
-1.1,12,92.355796
-1.59009,18,92.39395
-0.70352,29,92.454061
-0.198692,40,92.537153
-0.539206,18,92.574449
-0.800227,23,95.085948
-0.581665,32,95.156885
-1.898468,42,95.247805
-0.255835,19,95.290992
-1.244143,28,95.363246
-0.799003,56,95.483343
-0.175721,12,95.509286
0.666222,72,95.664113
-0.191394,34,95.735192
-1,11,95.758595
-1,19,95.798666
-1.171468,11,95.82194
-0.276215,47,95.971361
-1.096735,14,96.002752
-1.2,25,96.053184
-0.24875,18,96.091282
-0.474664,28,96.184398
-0.414117,21,96.226756
-1.066097,56,96.370173
-1.469119,42,96.465298
-1.07751,50,96.591488
-1,8,96.60701
-1.099718,27,96.659151
-1.425919,34,96.726197
-1.095921,23,96.771922
-0.68388,29,96.836445
-0.480562,61,96.966692
-0.18805,11,96.988061
-1.44607,24,97.031288
-1.096499,21,97.075073
-0.604831,30,97.136692
-0.463089,39,97.217157
-1,15,97.248068
-1.1,26,97.303347
2.023819,79,97.47286
-0.994023,18,97.511176
-1.1,25,97.564269
-0.461825,60,97.697424
0.481279,101,97.937835
-1.1,22,97.982424
-0.28071,21,98.026415
-0.838115,21,98.069279
-0.889146,11,98.092851
-1.545907,32,98.201964
-1.058001,9,98.224814
-0.626438,73,98.381995
-1,18,98.419099
-0.344685,24,98.468031
0.615188,96,98.699669
0.023493,16,98.733734
-1.1,18,98.774716
-2.095837,92,98.996163
-0.982369,29,99.060143
-0.759974,39,99.139262
-0.928448,30,99.201454
-1.199481,17,99.236023
-1,22,99.287736
-1,10,99.307702
-1,10,99.329555
-1.1,27,99.385549
-0.962226,33,99.454075
-1.387499,43,99.545841
0.223439,9,99.565035
-1.099987,32,99.633838
-1.193145,23,102.271643
-0.790119,17,102.309368
0.043501,45,102.406549
0.322305,21,102.452269
-1,15,102.487572
-1.552662,39,102.569043
-1.722259,67,102.71236
0.537455,25,102.765197
-0.551654,16,102.802959
-0.852955,23,102.854397
-1.469759,23,102.903804
0.142666,55,103.076266
-1.2,10,103.098589
-1.359375,36,103.173999
-0.909396,27,103.243178
-0.546487,47,103.360157
-1.393847,17,103.395226
-0.807549,16,103.428955
0.44359,21,103.474564
-0.84409,66,103.639094
-0.247177,22,103.685936
-0.418963,27,103.742169
-0.702383,105,103.974843
-0.306407,44,104.065626
-1.453772,69,104.210584
-1.199994,35,104.283146
0.488594,30,104.344876
-1,11,104.366781
-0.413159,27,104.421579
-1.043185,27,104.476495
-1.040932,29,104.537112
-1.4,14,104.565792
-1.199971,26,104.622406
-0.508466,16,104.654897
-1.305275,43,104.742961
-1.116461,38,104.823029
-0.39567,74,105.00655
-0.185834,16,105.039645
0.438814,22,105.091619
-0.416674,86,105.320885
0.002625,18,105.359608
-1.294755,23,105.436368
-1.913901,71,105.584933
-1.464935,43,105.674754
0.496427,60,105.827075
-0.760628,21,105.873997
0.330551,33,105.943862
-1.023196,51,106.061883
-1.012928,38,106.140137
-0.252506,42,106.224564
-1.736396,40,106.315977
0.468849,111,106.578204
-2.309812,81,106.747247
-0.084808,61,106.877332
-1.029906,13,109.393839
0.768517,43,109.486685
-1.011077,19,109.527393
-1.155224,40,109.612697
-1.2,26,109.66612
-0.851513,89,109.864644
-1.360534,40,109.946374
-1.356401,92,110.215222
-1,12,110.238398
-0.555261,44,110.335086
-1.171768,17,110.368592
-1,13,110.399906
-1.498878,32,110.465041
-1.047836,36,110.552731
-0.148032,17,110.588827
-1.002685,20,110.630938
-0.508746,63,110.764079
-0.834229,25,110.821168
-0.426301,15,110.850363
-0.825654,62,110.978407
-1.28647,40,111.05798
-1,20,111.096484
-0.453262,14,111.123669
-0.971574,54,111.228588
-1,10,111.250015
-0.700965,91,111.479485
-0.279758,24,111.529959
-1.153901,25,111.581601
-1.246697,45,111.66893
-1.21277,30,111.727434
-1.184873,20,111.766326
-1.062376,31,111.833467
-0.499997,13,111.862191
-0.383591,16,111.896326
-0.683951,17,111.932467
-1.359288,35,112.029315
-0.960766,22,112.076791
-1.1,15,112.107294
-1.1,29,112.163983
0.562028,49,112.298438
-0.98333,20,112.339702
-0.729568,61,112.502365
-1.299641,23,112.550801
-1.183884,26,112.606856
-0.271503,31,112.675857
-0.111093,27,112.732161
-1.395063,20,112.783322
-0.575292,69,112.947307
-1.469361,78,113.108864
-0.369133,33,113.175355
-0.831819,13,113.204338
-1.298556,22,113.247445
-0.151373,17,113.28475
-1.098008,17,113.318375
-0.500306,64,113.448809
-0.644578,24,113.497955
-1.162333,20,113.538821
-0.526575,42,113.630367
-1,14,113.659772
-0.104261,25,113.712038
-0.923398,22,113.757127
-0.942382,58,113.882455
-1.093035,32,116.485266
-2.171408,86,116.673042
-1.497723,24,116.725988
-0.546161,47,116.825641
-0.390504,125,117.141774
-1.47375,67,117.289924
-1.195827,20,117.333316
-1.110357,117,117.568369
-0.862552,45,117.713693
-0.476265,26,117.765157
-1.270942,85,117.952222
-0.202782,40,118.03419
-1,11,118.056515
-1,29,118.116914
-1.168103,11,118.141191
-1.8499,64,118.282574
-1.2,18,118.32063
-1,18,118.355592
-1.097308,17,118.388883
-0.523352,23,118.436624
-1.157956,25,118.49107
-1.790395,136,118.76579
-1.245494,21,118.811712
-0.745811,33,118.877778
-0.776005,28,118.933039
1.385643,132,119.248862
-0.502965,31,119.320423
-1.197855,11,119.352105
-1.08097,21,119.407937
-1.098546,18,119.444632
-0.382266,14,119.480542
-1.3,30,119.54154
0.000613,30,119.602871
-0.132584,35,119.677555
-1.082852,32,119.743006
-0.666237,40,119.84943
-0.78938,26,119.899554
-0.941324,25,119.947438
-0.949243,40,120.025254
-0.243027,30,120.08475
-0.809081,37,120.158912
-1.099938,18,120.196497
-0.545044,64,120.341311
-1.873635,50,120.445306
-0.92232,27,120.499721
-0.848985,8,120.516106
-0.330456,76,120.672234
-1.199974,21,120.714692
-1.199999,32,120.780197
-1.504676,52,120.88926
0.559949,28,123.484646
-0.517934,45,123.581137
-1.197058,34,123.654803
-0.222404,24,123.705649
2.111894,146,124.055089
-0.216153,30,124.119437
-1.266415,16,124.165254
-1.487299,38,124.252417
0.426689,69,124.405422
-0.070932,58,124.526117
-0.406114,51,124.658557
-1.299999,22,124.705612
-0.944783,26,124.757933
-1.098813,23,124.806648
2.471678,132,125.083202
-1.400017,47,125.186485
-0.690127,30,125.246847
-0.918546,11,125.271035
-0.945184,11,125.296204
-0.334315,88,125.478722
-0.547223,30,125.543476
-1.282016,36,125.621503
-1.174833,29,125.686119
-0.173696,34,125.75475
-0.049643,32,125.819957
-0.763942,9,125.839801
-0.744463,39,125.918992
-1.243312,47,126.019268
-0.922282,36,126.138586
-1.631999,47,126.244495
-0.916065,32,126.316701
-0.615924,39,126.438853
-0.224747,23,126.495072
-0.317524,28,126.557021
-1.436353,54,126.6751
-0.651751,68,126.861281
-0.971901,40,126.946323
-1.1,24,126.998053
-1,16,127.028951
-1.070703,16,127.060131
-0.567443,40,127.141565
-0.721606,35,127.212909
-1.572246,58,127.339848
-0.839259,8,127.356906
-0.36864,52,127.465971
-1,16,127.49764
0.267096,48,127.595804
-1.2,12,127.619516
-0.455051,16,127.652139
-1.3,30,127.718888
-1.061025,40,127.808026
-1.1,24,127.856382
-0.719647,30,127.918487
-1,25,127.969663
-0.812205,41,130.594898
-1.19368,31,130.65805
-1.413036,40,130.74691
-1.091357,6,130.76029
-0.30178,30,130.829806
-0.092938,12,130.870354
-0.31778,143,131.222688
-1.081173,30,131.323767
-0.37178,27,131.404661
-0.364819,32,131.514309
-1.135617,16,131.557127
-0.926926,29,131.614876
-1.367673,24,131.664156
-0.453156,151,132.031415
-0.464873,28,132.08967
-0.458233,15,132.122905
-0.554033,32,132.188721
-1.368793,22,132.233887
0.464127,137,132.524023
-1.425768,32,132.586663
-1.2,22,132.630259
-0.977439,39,132.715208
0.854839,71,132.868112
-1.1,26,132.919849
-1.1,16,132.952735
-0.036924,41,133.032559
-0.198651,44,133.120566
-0.259497,32,133.240444
-0.080683,37,133.328251
-1.028044,34,133.399957
-0.463958,57,133.550736
-0.756197,15,133.598171
-0.776644,22,133.645622
-0.269027,28,133.70425
-0.029653,34,133.773708
-0.526147,26,133.836382
-0.857083,99,134.062496
-1.735745,42,134.177592
-1.399288,45,134.279406
-0.239559,31,134.353424
-1.824068,53,134.490261
-1.059353,35,134.564556
-1.036133,43,134.656427
-0.164691,17,134.690597
-1.175425,24,134.740812
-0.392352,16,134.774707
-0.541326,43,134.867297
-0.216051,17,134.904216
-1.216756,27,134.976226
-0.323215,24,135.028154
-1.051032,13,135.063993
-1.16322,25,135.121241
-0.39227,51,135.239443
-1.311415,64,138.044894
-0.546276,149,138.403108
-1.199541,23,138.452617
2.048827,74,138.640386
-1.463871,29,138.702329
-0.249579,90,138.89401
-0.288229,31,138.961045
-0.513689,102,139.189369
-0.467165,34,139.25864
-0.248415,56,139.37883
-1.925184,74,139.52816
0.079273,23,139.577128
0.717615,29,139.640012
0.360638,46,139.731082
-1.46586,65,139.873947
-1.2,18,139.908888
-0.990345,81,140.0794
-0.735433,24,140.125869
-1.0775,25,140.174997
2.51905,69,140.322795
-1.244891,34,140.445568
-0.954619,42,140.532692
0.01083,59,140.764005
0.488868,37,140.864713
1.550611,44,140.980059
0.778031,89,141.16052
-0.15662,31,141.23103
-0.168165,25,141.283372
-0.175236,116,141.588115
-1.168742,49,141.684572
-0.151444,14,141.713049
-1.975733,81,141.878886
-0.267656,27,141.935538
0.073569,43,142.022855
-1.505991,62,142.153965
-0.781356,26,142.209248
0.905847,24,142.25914
0.440072,26,142.317542
-0.919434,43,142.407348
-0.723664,19,142.44677
-0.394814,24,142.499732
-0.840289,19,142.538432
-1,22,146.153797
-1,18,146.18565
-1,12,146.206586
-1,17,146.243768
-1,39,146.325965
-1,17,146.358423
-1,29,146.451254
-1,39,146.539324
-1,28,146.587029
-1,17,146.635189
