#{"t_start": 1683883831.738956, "env_id": null}
r,l,t
-1.209311,18,104.834234
-1.1,20,104.892008
-0.877418,17,104.939512
-0.122854,21,104.984923
-0.355846,17,105.021591
-0.03461,149,105.359783
-1.050593,18,105.411969
-1,18,105.459567
-1,24,105.508898
-0.090246,36,105.583981
-1,13,105.611555
-1.391016,13,105.638514
0.584944,50,105.747636
-1.2,9,105.763504
0.237877,48,105.885171
-1,20,105.926202
-1.74197,38,106.00483
-1,28,106.063257
0.085991,95,106.255558
0.339782,58,106.396289
-1,14,106.424449
-1,14,106.466238
-1.2,23,106.513547
-0.41189,23,106.563072
-1.197936,35,106.636014
-1.289762,28,106.693864
-0.400619,30,106.755955
-0.250731,28,106.81469
-0.96783,33,106.889272
-1.399988,20,106.929022
-0.845648,30,106.992079
0.174512,84,107.166083
-0.991827,16,107.223776
-0.647575,44,109.826077
-1.099869,18,109.860543
-0.123733,47,109.958538
-0.552152,73,110.162266
-1.286163,37,110.243548
0.498122,37,110.326899
-0.90536,45,110.415992
-1.091784,17,110.485315
-0.140517,33,110.575793
-1,15,110.611814
-1.1,43,110.702857
-1.099975,14,110.732212
0.031525,47,110.829552
-1.206606,73,110.971761
-0.855873,8,110.989628
-1.21538,41,111.076447
-0.24641,42,111.16522
-0.428303,57,111.285288
-0.86924,31,111.36998
-1.096261,116,111.646736
-1.211592,47,111.745874
-1,6,111.759224
-1,13,111.78643
-0.432222,18,111.824373
0.33271,50,111.92142
-1.291632,43,112.034337
-1.199581,13,112.062948
-1.261693,28,112.12059
-1.099999,25,112.171871
-0.202946,10,112.193092
-0.501098,48,112.32567
-1.464811,45,112.445173
-1.105554,23,112.493526
-1.286723,39,112.573482
-0.510309,25,112.623065
0.080325,40,112.700427
-1.420507,26,112.763806
-1.175659,36,112.872717
0.717501,24,112.921294
-0.349263,49,113.022517
-1.142894,30,113.086473
0.887695,50,113.187691
-0.300406,64,113.317112
-0.923323,18,113.352332
-1.103134,24,113.399373
-1.099987,13,113.429248
-1.39248,26,113.482655
-0.576195,15,113.515072
-1.066699,72,113.662444
-0.525901,19,113.701412
-0.698238,16,113.7355
-1.358132,65,113.876421
0.574907,82,114.043125
-1.003419,15,114.072263
-1.005062,12,114.096856
-1.054186,26,114.152062
-1.106914,31,114.229702
-0.770436,17,114.279793
-0.596598,9,114.29902
-0.747563,16,114.335581
-1.347734,47,117.131968
-1.863003,55,117.244379
-0.853545,11,117.266372
0.07985,26,117.326161
-0.873362,22,117.37441
0.030355,61,117.504939
-1.397364,53,117.623952
-1.1,10,117.641816
-1.380903,36,117.746119
-0.650174,38,117.825529
-1,14,117.852853
-0.82437,32,117.918769
-1.085592,12,117.942805
-1,18,117.979454
-1,9,117.999852
-1,16,118.030657
-0.006969,12,118.055232
-1,21,118.097682
-1.2,14,118.125699
-0.245657,19,118.165168
-1,14,118.193512
-1,11,118.215219
-0.023378,16,118.246512
0.902403,25,118.302628
-1.1,28,118.36221
-1.199999,20,118.405871
-1.460316,28,118.465508
-0.594066,47,118.560116
-1,12,118.584034
-1.199993,16,118.619579
-0.884252,23,118.668394
-1.134636,64,118.806855
1.510374,66,118.937444
-1.099501,39,119.021303
-0.25428,24,119.089983
-1.324264,56,119.237284
-0.240408,54,119.376178
-0.674771,43,119.468223
-1.1,35,119.540277
-0.457767,25,119.591221
-0.768618,41,119.676134
-2.011288,93,119.904058
-0.733957,34,119.969579
-0.381414,27,120.022189
-1.306413,84,120.20023
-1,16,120.24359
-1,15,120.27492
0.493893,25,120.338205
0.343807,53,120.450475
-1.491472,34,120.521014
0.259703,57,120.6442
0.408704,160,120.977395
0.007972,77,121.142708
1.321819,91,121.409913
0.276972,101,124.211929
-0.6401,16,124.244444
-1.277608,28,124.3053
-0.97811,33,124.372797
-1,21,124.414805
-0.678117,49,124.516105
-1.207097,44,124.641556
-0.764799,22,124.687697
-1.18935,16,124.720115
-0.067152,17,124.753588
-0.38817,39,124.835018
-1.1,37,124.909677
-1.181275,31,124.972049
-1.199335,21,125.015585
-1.199731,16,125.048751
-0.735681,36,125.12066
-0.377996,11,125.142626
-1.034586,44,125.236714
-1.299992,21,125.284747
2.003269,53,125.391201
-0.871018,68,125.53222
-0.324016,76,125.691129
-1.196198,24,125.740288
-0.930269,76,125.899842
-0.771154,22,125.944034
-1.099983,37,126.019728
-0.999971,41,126.134604
0.439733,33,126.219329
-0.615347,10,126.239533
-0.140302,28,126.301979
-1,13,126.335202
-0.803935,27,126.43752
-1.1,19,126.481745
-1.109608,20,126.525102
1.053919,69,126.680794
-0.789618,33,126.746845
-0.87157,22,126.857059
-0.615357,25,126.913853
-0.702483,39,126.996888
-1.1,13,127.024557
-0.591864,31,127.092052
-1,5,127.10277
-0.770722,42,127.189255
-0.205294,24,127.238642
-0.915729,40,127.325715
-1.193408,41,127.406769
-0.449767,19,127.446006
-0.023954,126,127.700131
1.337935,55,127.82597
-1.463011,55,127.945998
-1.016907,35,128.01757
-0.420442,27,128.074317
-1.275592,65,128.209341
-0.199014,29,128.276429
-1.27961,22,128.323787
-0.842973,9,128.343224
-1.054005,42,128.469176
-1.299985,37,128.550569
-0.059413,22,128.599497
-1,14,128.632013
-0.212541,34,128.701363
-1.297653,62,131.558155
0.661453,30,131.621048
-1.2,21,131.666808
-1.093222,24,131.715218
-0.436028,25,131.817275
-0.559129,13,131.846822
-0.27719,65,131.992504
-0.580214,16,132.03048
-1.483639,118,132.286875
-0.608244,15,132.318141
-0.69012,26,132.374778
-0.630158,42,132.463093
-1.233714,56,132.582306
-0.725469,36,132.663667
-0.012612,63,132.792568
-1.179513,35,132.868979
-1.995965,46,132.964643
-0.980784,85,133.134781
-1.199807,33,133.227414
-1.01093,32,133.299579
-0.43904,59,133.431679
-1,28,133.507457
-0.550361,25,133.58767
-0.331797,47,133.690436
1.338597,24,133.739136
-0.098016,20,133.78128
-1,17,133.826719
0.288508,41,133.917184
-0.597305,78,134.140429
1.459915,117,134.426868
-0.900007,143,134.729914
0.0518,61,134.860738
-1.122062,78,135.032435
-0.266725,28,135.105738
-1.488605,33,135.181405
0.356082,112,135.431106
-0.974462,44,135.521127
-1.11438,54,135.630533
-0.445851,148,135.969518
-1.182423,24,136.02204
0.160146,115,138.974725
1.322413,117,139.243191
-0.239046,49,139.351622
-0.200861,55,139.466949
-1.313966,18,139.503018
-1.293076,24,139.550515
-0.250316,16,139.582672
0.258936,94,139.783662
-1.100784,59,139.910562
0.741165,68,140.059375
-0.666024,38,140.136461
-0.809053,71,140.286159
0.696729,44,140.390486
-1.454856,177,140.922832
0.920272,78,141.089253
0.671241,26,141.143177
-1.395288,41,141.223665
-0.797501,36,141.333005
-0.426957,25,141.404308
-0.975834,97,141.662866
-7.2e-05,30,141.723032
-1.113595,134,142.016438
-1.099958,17,142.053034
-1.169764,67,142.198072
-1,9,142.21704
-0.395589,16,142.249597
-1.006153,16,142.291351
-1.25136,56,142.409518
-0.85598,78,142.577075
0.806154,62,142.702217
-1.079303,20,142.744354
0.054428,54,142.863876
-1.500337,97,143.062527
-1,26,143.139187
-0.385769,51,143.249706
-1,20,146.716932
-1,24,146.758541
-1,10,146.778101
-1,16,146.806645
-1,33,146.86823
-1,39,146.936532
-1,23,146.979455
-1,40,147.050217
-1,20,147.085745
-1,20,147.124044
